,ko15,ko16,ko18,ko19,ko21,ko22,wt15,wt16,wt18,wt19,wt21,wt22
200.1,-1.3409987597640836,-0.21114538554455342,-2.666752841745528,-2.3904012868798765,-1.650666388988752,-0.5661330880363896,-0.900358721899033,-2.204136048794979,-2.6904832971487593,-1.8433987983097366,-0.7064229511515474,-1.4444371321175118
205.0,2.2471450600623655,1.583775101975145,1.8384408791933553,1.8095350422314538,2.193825147845899,2.16004624488028,2.5764415191076373,1.9458872489497179,2.2294279088427738,2.360572230705971,2.4387690478742914,2.204862831123707
206.0,-0.6545768921137876,-0.9547626951045425,-1.041779345270052,-0.9817750105647852,-0.5950175561149386,-0.6133397102354158,-0.2416753478821443,-0.7757562216285798,-0.6635824867380127,-0.4103195066206824,-0.40960604515682286,-0.632082459668479
207.1,0.02381015681217502,-0.18258570589341705,-0.23725285625191683,-0.43494231430453156,0.10160645679564972,-0.029438301922631305,0.35146105626099255,-0.22873161799749142,-0.27068777297878654,-0.1683408975529339,0.015887648676625732,-0.1741822478008097
219.1,-0.6694974456459959,-1.5902317932543355,-2.3316408087555307,-1.8990979654233908,-0.5249912482340618,-0.45935158841346435,-0.4188400791528193,-1.2399841959736075,-2.219066633628535,-1.7253788852341811,-0.07039167868032359,-0.6197370449920642
231.0,-1.6710001936541454,-3.4164974583855496,-0.8972855189040947,-0.05058346484215559,0.7026457062141692,-1.9479758674010705,0.5108411854039678,-2.6362711172254834,-1.792027465929883,-0.04760336136799359,-0.31306811237057697,-0.5739305373717093
233.0,0.09141414979638529,-0.5504658718109114,-0.014244324346294857,-0.5792371716615247,0.4428027331652268,0.40590761091709576,0.2803577302806952,-0.48905962738198605,-0.0038911508604730916,-0.44905115359364656,0.869348917597342,0.13972954513384805
234.0,-2.2848003933050753,-2.3930434734170474,-2.088375371233609,-2.4711908687665876,-1.5993776176328551,-1.5649572953403106,-2.325881153178888,-2.7664117780738566,-2.1844025998574343,-2.4574366768496922,-1.5793449691302952,-2.2153715750396508
235.1,-1.1231309103389555,-2.019435296069842,-1.415406910450216,-1.3625486551328483,-2.8233892690880658,-4.967921449693326,-0.7093063395081012,-3.6642518461310685,-1.0952511018626718,-2.239166298946325,-4.094368578489295,-3.268754983238315
236.1,-0.5704622004390945,-1.3433251271728521,-2.5303865533784364,-2.0099428828644195,-0.5182625951194414,-0.2708889384384986,-0.3655315845468692,-1.0239153862395545,-2.0787016169152057,-1.4640067782822275,0.03509559433026754,-0.3713629689522727
240.2,-1.7363360272842128,-2.5307294523698305,-1.0974596272218586,-0.7968006949941712,-1.7187092371696542,-0.7107162999798219,-2.894433545516313,-0.49107770965799036,-0.9266681165004331,-0.4086830213165398,-1.7330365223758981,-1.6338611407490125
241.1,1.968302100617775,1.3349023119372636,1.5515149002105997,1.0922407265244352,1.1172907510323231,1.2282421413381908,2.1667078733941576,2.066523422548848,1.5861660684399088,1.697736822589927,1.548874139621768,0.9691655673678843
242.1,-0.4161232462166098,-1.0712507953299701,-0.8852902558817011,-1.4431838166965445,-1.3642935362805186,-1.2465552338707808,-0.2224058283365271,-0.34636341014353667,-0.8324753944836811,-0.8293761123359573,-0.8374291492364356,-1.486140869178593
244.1,0.708432054447405,-1.0282669142911287,-2.1951241397697765,-3.1555050628742176,-2.2914243807535115,-1.0542769196275703,0.9412123881450172,-2.742597574841761,-0.9927660875337154,-3.1873198235678486,-1.1827898158234365,2.340601198312687
246.1,-3.7454800868847316,-3.3419489077594013,-3.446692832892275,-2.827995009025202,-2.251442627596334,-2.324091155270376,-1.6318096198699195,-2.4328126474819642,-2.863171804035556,-2.4441315914663995,-1.6957575450674576,-2.4576541985066713
249.1,1.9374795585708249,1.2322195984976911,1.5251341157416298,1.1145384510830052,1.0057239322540246,1.2588271804589226,1.9890296787119048,2.0405658666675395,1.6827585031247119,1.5907720233086464,1.4609177869810193,0.8618422198843193
250.1,-0.10726347525571289,-1.1298260927497366,-0.7400316406718594,-1.227220530251694,-1.3097355472325325,-1.0158050818418123,-0.21478290810415057,-0.17998039415724176,-0.6378028814058194,-0.7284683207104852,-0.8441565007598959,-1.420091933424935
254.1,-2.2471958613976444,0.11124240586136053,-2.2149023308628237,-1.2208200651383998,-3.6664099773375094,-3.3099881738899213,-2.58099191745396,-1.6160169965715994,-1.628308194787769,-3.044555074918574,-1.9151022003618243,-3.277030261409478
255.2,1.9223629376032665,1.1839684527873744,1.6083706585993096,1.1845859099748468,1.120296796181683,1.4416608154947754,1.8898198969258335,2.0255677837131807,1.6105422427037879,1.8175642420383005,1.6017130321425386,1.2626531485714998
256.2,-0.283935969082477,-0.9893886002202985,-0.5918193954250628,-1.1013414400804558,-1.140288853971326,-0.9000156860058567,-0.3392754131285496,-0.17000330830649613,-0.6506904812759462,-0.46113162658958684,-0.6029032944018267,-1.5404903623911088
256.2,-0.7089379221348322,2.4714340687668024,-0.7539078539213562,-1.3804000255638376,-2.0289560857660938,-1.948455616837642,-0.3912828858101747,-0.3751175694556321,-0.854964218518415,-1.325950191979472,-0.5514319023237058,-0.7441691591652296
257.1,-0.9885095990627093,-1.2226294918530536,-0.8640415388727527,-1.1763163767343956,-1.7849264340110258,-1.7343455295882992,-0.3428678606591089,-0.7853606552488315,-0.8144046154234841,-0.7664927820519267,-1.7683714400155603,-0.8817882152886379
264.1,-4.009731873384386,-1.4959617099805274,-1.3280664014861174,-0.6526458167586132,-0.5581804735094577,-0.29165617317675674,-3.197874896573724,-1.555997038532121,-1.1596013094609199,-0.5471351516755196,-0.9341200211041423,-0.8835824842400152
266.2,0.01880377376163822,-0.5857031913066151,-0.34842411251629335,-0.2735695816137761,-0.9013618574328371,-0.29132594825541014,-0.5482952502924816,0.48823870905374717,-0.1026708004987793,0.23529400929607125,-0.4516613068739035,-0.49136801910139305
267.2,1.966265917300973,1.2442617083332215,1.473517404224266,1.0253218222401308,1.0050591499004327,1.23432417174471,2.060825791400677,2.0851105610131633,1.5901136667254838,1.5518142567781255,1.3808927828742539,0.8821704148921828
268.2,-5.620249332625043,-3.2292599550817913,-0.6031379012190099,-0.9568117520348655,-1.3425649809025173,-1.4739055607554583,-7.052285837024543,0.2925846136773934,-0.6958214684323527,-0.372458844606703,-1.114978141426317,-1.1015206265549682
268.2,-0.28734817457639816,-0.9832454808790774,-0.7622935433350908,-1.2058182273001878,-1.3831937061324608,-1.0732056591880927,-0.16533157638400842,-0.2335350658166273,-0.685044070996444,-0.7522952711887692,-1.3675896697931764,-1.8256044537797766
269.2,0.832023503151857,1.2431071532590758,1.3595237828596463,0.5568937597378363,0.902128838400662,0.8364309654383829,0.5067018941266828,2.580099760036844,1.2259419980387702,1.3208030944693143,1.153565121362428,0.5551596551125644
270.2,-1.5245096658950006,-1.1491440097521977,-0.9974114504436846,-2.0009220678004893,-1.8778920032151358,-4.9815696727370335,-2.7246989474296086,0.2980020470842941,-1.042217653233402,-0.9155158216243477,-2.232929887530558,-3.3784407984785982
272.1,-0.17178296773922186,-1.1386011088491383,-1.7219453557377533,-2.613381144238077,-2.011315262966012,-2.4501691801500725,-0.0949164362638204,-4.3513455875298765,-1.1717896041176659,-3.1848039879113332,-2.0415670900893597,0.5887610493862061
272.1,-0.7400201627920016,-3.061914707912485,-2.482495435206242,-2.6016985506345778,-2.479340512384743,-1.9863257992627577,-0.15081270653232304,-2.9881365170909415,-1.3530197924460172,-2.83346055787247,-1.83288278446075,-0.2143950684965209
273.2,-2.370065666010739,-2.747437451830147,-4.724247044649571,-3.6998405503273326,-3.287779269805288,-3.757693226645634,-2.551658043389003,-1.1151889553265053,-1.7641295839387803,-2.392027289898113,-2.180524517984245,-4.467357110253654
279.0,5.464353468123424,4.560525069995194,5.146243344898661,5.026217620940323,5.46092592250984,5.423407682007206,5.841418637046534,5.088346762367414,5.110356938617906,5.430011370012883,5.437672522064934,5.487557067734496
280.0,2.973241540308092,2.072682259386332,2.6370722214422,2.529689896619703,2.985969425326881,2.9275502961264634,3.336410176158131,2.590422923531059,2.612655666747778,2.909039589618731,2.9934147153192674,2.984815698495555
281.1,0.10777584876245117,-2.1941792716779807,-0.18545655467129063,-1.384638348199017,0.16724047324347546,0.1658488126054397,0.5434827605253758,-0.270971271701933,-0.22957053275356354,0.10323462617871493,0.18208372594174138,0.1451719529928262
281.2,2.8878429508640924,2.2883268127805825,2.6100697790052774,2.360009703364663,1.988842375271457,2.4073796630568856,2.763292656214573,3.103017557612569,2.757605233432195,2.856541487942369,2.4542056190624906,2.1545698165148366
282.2,0.9931480105117186,3.1474111456423612,0.8969394726073774,1.680157852035384,-0.257400244385773,-0.9083282643002394,0.898790482016623,1.1812515744440686,1.714160661173532,0.7553313683065828,1.1312182305045033,-0.0073669585606580545
282.2,0.8931743889828836,0.3770639471563041,0.5369321398611812,0.2625047895012947,-0.08166274970370568,0.3486384160962228,0.7240981632961453,1.0586256609381544,0.6733732443969332,0.6892963944849951,0.36346780182746674,-0.03396335156170571
283.2,0.14541131951555464,0.7528145781940014,1.4108867587724103,0.7127821506668601,0.8703776460354794,0.9998876470203428,-0.519701864352204,2.620383342328841,1.2663911769473755,1.4345737521365132,1.1979831656818771,0.8427475681972378
283.1,0.7606162927163558,0.44815024532629083,-0.24796203086063573,-0.6444158788682107,-0.5286774601542622,-1.1289603607682017,0.9313746810492963,-0.4982440535469985,-3.0821194496006132,-1.2922002014381282,-1.2717500530447927,-0.9181870339253481
284.1,0.9689464756757846,0.8453066862221167,0.6501573001047698,0.8930278703047922,0.6929295743251735,1.129533414333857,1.4263529941453745,1.0334293537822432,0.7738064214531402,1.2176891724610461,0.6776539157949497,1.1103625655486073
284.2,0.9326896380901842,3.0404876690394476,-0.09357046483433917,-0.7361367180933195,-1.0563274521594024,0.1802550841213636,0.8636170121342082,0.9042175982957052,-0.07047798163565211,-0.46793545036253126,0.3014701202067305,-0.19968677714718241
286.2,2.055635640357191,1.4850925211891375,1.8406054428154108,1.8706259879686624,2.14326218990325,1.8994247436048126,2.351690969324891,1.8391683865425021,1.9609732149361392,2.2763858046682226,2.2051380452626077,2.162493163357518
287.1,0.026534465640730143,-0.4457609879144955,-0.09572504591838138,-0.3528852973177453,0.1687736635674837,-0.5808594800561117,0.5294772411798052,-0.09078557161974943,-0.03620392163779751,0.2840916297184044,0.7119269235466539,0.23203419657240243
288.1,-0.6790885452752897,-0.822216955648952,-0.35949407183277005,-0.047944009194521575,0.25265835916157947,0.7438098429739485,1.595634276684994,-1.0517997582644025,0.9301578934282668,0.6714526297203203,1.1214343149029715,2.6993541004252077
289.1,-0.2884467987277519,-0.8473927542868174,-0.7831373600971847,-0.5214422673017926,-0.5137226453448803,-0.056328604318215514,0.09762250713157072,-0.8494732772887443,-0.5750666739897741,-0.5798717614855029,-0.4412806585165625,-0.21102940135466208
289.1,-0.17702373824881745,-0.6922334274652613,-1.1151501394237577,-1.5160169580229277,-0.7130535417252778,-0.8729350887556983,0.16758324605654695,-0.6218086980236255,-1.1721190648571325,-1.2856004626776572,-0.9155545750066023,0.338857511072677
291.2,-1.2364806790696843,-1.9216849552553963,-1.893939400877637,-2.290802744242183,-2.5295277598707595,-2.2476478317486217,-1.943534602775749,-1.2318269960700163,-2.063876198844257,-1.8905762111904738,-2.0218632448879497,-2.420235536973518
294.1,-3.225390292007057,-2.8695022452976673,-2.938739184867238,-2.3614119141495546,-2.7913954600207753,-1.8876532758594378,-2.6132308180712336,-2.3136980625797863,-2.2231696453572507,-2.3188642438232074,-2.3696722716133403,-2.244459119909008
296.1,-1.4546566606374225,-1.366079993545586,-1.2655376158622509,-1.1367130975357926,-1.658785572219041,-1.5044532646924464,-0.8604967474322816,-1.8894201384983444,-1.1621729918237478,-0.9746253568039254,-1.525808265820966,-1.4631972376923046
298.2,-1.0512578158580486,-1.352433264206839,-1.1181016240531443,-0.6370178331410318,-0.7372541847908721,-0.12284281391283991,-4.242624513230499,-3.2026407524119547,-2.723447296406821,-1.6414514185659606,-2.2543913439442145,-2.3687019649909042
300.2,3.5973250104612955,3.2521455821403586,3.673589826437611,3.944540780471174,4.146071925917726,4.0348040293510365,0.09678352620073571,0.3693575682335705,0.9447523550678534,1.352523177470977,2.52371585797096,2.3530216627800358
301.0,2.870523443302889,1.7289133499657876,2.4909860693034065,2.000031756774152,2.835656256045545,2.4817993798748232,3.1209164613764453,2.1724506105783643,2.286741461980847,2.332011314161089,2.655718517143761,2.323336640591935
301.2,1.361066863268308,1.0032829890280268,1.4197744577234959,1.6755089755242136,1.8811289567917981,1.7488488364755113,-2.1149717740971568,-1.7195204917770732,-1.228921856905592,-0.9269532481051765,-0.22819908256490318,0.1255522061800306
302.0,0.7815522329782182,0.5963014479561894,0.10045617527038492,0.3802103339846998,0.5798439403085612,0.9219671903940587,1.0286882991928756,0.7790787499473301,0.03299470618106459,0.3981736801212405,0.7620509442377625,0.9186814761223818
302.0,0.39990392214971293,-0.7097004777376914,0.11975488921485433,-0.482330925008707,0.39201506590005764,0.06891303499438961,0.683161743969491,-0.31922743653227736,-0.1551123173482164,-0.530112989918619,0.13563671862486804,-0.020224777612113942
304.1,2.3785743475581014,1.196734912472926,1.584951916750502,1.8189989830326478,2.408294490818589,2.7618663183613683,2.356933398101294,2.135568585684198,1.7468081888178981,2.403383071321069,2.8640985820479905,2.491145364381924
305.1,1.4082883168448452,0.764783023963092,1.358689598546867,1.886578062684504,2.2206344405426948,2.3405871410194856,2.362368202093884,1.5941744737090149,1.2727596776656132,1.79143223877113,3.1702694818404424,2.6880188298383
305.1,0.574372923979795,0.921290890600398,1.8772775522702594,1.335621402329469,1.2667824002467438,1.4050077761369244,1.8718274585576213,1.4371635041521167,1.883621477144924,1.5128228757900295,0.994285130127315,1.1318040069575381
306.1,-0.798695024270621,-0.35181892976132756,-0.7502190538755307,-0.2604572471937724,-0.01082398050175104,0.17250354882679708,0.1479409660431279,-0.3780587490577094,-0.7928652604966808,-0.4160824493889861,0.901357542845635,0.48778833365091134
306.1,-1.5781121264124236,-1.260212545166485,-0.29565248540806754,-0.8962576524134519,-0.7975378467529529,-0.7818977133610979,-0.2950114400906674,-0.8411655253191748,-0.2976679545292664,-0.681207250144716,-2.624351504354676,-1.5874570228747982
307.0,-0.10199536871530335,-0.3155091513423902,-0.8691612600013934,-1.3620760778718388,-0.4342368305448546,-0.44714320984760525,0.04824873449847966,-0.2541319773101294,-0.8656354663514976,-1.5961028163375808,-0.43526981290228606,-0.5566832185687886
308.1,-0.25966951105442626,1.8853784830355287,-0.7527044868240114,-0.31954283630750735,-0.8654600537254492,-1.0725140901154924,-0.6440217393486791,-0.09856861314687548,-1.2087851824758258,-1.0302414650682885,-0.017232297858166712,-1.1137017014360406
309.1,1.1317026616519406,-0.3529978114721649,0.24299218543122458,-0.19823402615437546,1.0935107112642346,0.9027588109666143,1.0043044127796006,0.49155773474053754,0.4268264713639994,0.380742646223332,1.3141772544874544,0.4573095071468347
309.2,0.34191033098096774,-0.5497524836562694,-0.1444757412245783,-0.6276563335947231,-1.6724034042446712,-0.7523423703892577,0.3157070801425945,0.3911211439893381,-0.10618288710088153,-0.14991988905456666,-0.7906369943235316,-1.0620676980718908
310.2,-0.9614791124710957,-1.1719691599257742,-1.0683901987581668,-1.4936858385410106,-1.0203396280964383,-0.9015890913299206,-0.26395759445411193,-1.2369338389139866,-1.539135299680676,-1.2459980084371844,-1.3160860575382054,-1.5247412576653248
312.1,-0.3536446896286958,-0.9901733940628861,-0.48537950999076085,-0.9064409355985515,-0.1326144898464401,0.13896283404170784,-0.43767608454531537,-0.4017142545855257,-0.5421955610020333,-0.7297106255974819,-0.3766544246106214,-0.33671656617346124
312.2,-0.7697454358050895,-0.18946977900946838,-1.2309199386829155,-1.769952193575766,-1.8539301398990604,-1.73833605382067,-0.6682592171141859,-0.7955119581861028,-1.3721161727042046,-1.3117789185769126,-1.635981220985866,-1.7068775910618794
313.0,2.1854850146785854,3.7133016011116906,1.1142967287027599,2.470315213633065,1.5927531890783895,0.35787181637813603,1.4859077581071682,3.679413485858368,4.518280661900491,4.057601136942958,4.040286458135097,1.5088185729929038
313.2,1.7101723273691167,1.0412051785908205,1.0569878198897866,0.8400495955699754,0.7909846059743207,0.9683242308842578,1.912346504671413,1.737572349448643,1.1619409881794798,1.18458234271561,1.025699611865124,0.7757494034990159
314.0,0.051497725432579244,1.5202020371492395,-1.27719884412588,0.3993367183606016,-0.5793162914642985,-2.4051946130941455,-0.9796432644077437,1.4154337804996346,2.3230364078240093,1.8985819039281167,1.7184891523367236,-0.7153196781520726
314.2,-0.3591794224084821,-1.1107549686679075,-0.8429364662652268,-0.8179453115413179,-1.310873224906123,-1.085046897037527,-0.012125544552599177,-0.41119109826550115,-0.7593670260470216,-0.4693341780533018,-1.5328178668742491,-1.225704858883847
315.0,-1.853566096720904,-2.5321772265238724,3.0878617280799934,4.0966405920404085,3.7581645209308236,1.5921557312395507,-1.6985504534495006,-1.922440594195417,3.649603660852966,3.552932027529926,4.446650511543973,2.5320997909677927
316.0,-4.514156694847907,-4.2191338687150965,0.7948338202151308,1.888208837614827,1.5724270488147527,-0.41814971848916704,-3.6949565724841134,-3.924217866440766,1.3978669595341278,1.357371111132385,2.217552097533871,0.5090655147228369
316.2,-1.794543551527918,-2.1135189269525805,-2.6240309035751603,-1.8579762147332963,-1.6805078085013507,-0.5862536879868635,2.0597419894318616,-2.4141334780277166,-0.15097951986656488,-0.32376571413050437,-0.5345370204439659,2.017988549907078
317.0,0.5666358613465556,-1.7625818294193782,-0.22170534379096885,-1.4933344898624972,-1.0652131169702814,-1.1272587265271308,0.9303462149263253,-0.8946190165643031,-0.2300638099171497,-1.2408318466329393,-1.6954509330882506,-1.0257030044579643
318.1,-2.2944161574056805,-2.5217728255029552,-2.063158251384578,-1.2213548787961228,-1.498012272980576,-1.083995894880014,-1.2717415413423905,-1.6515717562310208,-1.889422054832216,-1.3391822801133326,-1.7808841107544924,-0.8533407638896936
321.2,-0.3349624360522825,-0.8888809881977788,-0.3589067576070186,-2.936633141322766,-1.4768717752013014,-1.6724331394030059,-1.6769734603186874,0.1515076544192795,-0.19271726005589662,-0.3114598529708055,-1.0897366216030104,-1.9786071151160565
322.1,0.7917091847308065,1.0184082381383637,2.0547290332735066,2.1599709271230423,1.2837118597055444,1.9670150019176278,2.0994805701268966,1.929983369420765,2.169834342402974,2.444761801906171,1.1014086988857554,1.75897569995657
322.1,-0.6532750189468202,-0.939121731798696,-0.12980368604998493,-0.11573286190145338,-0.11261405384741086,-1.3182144154762439,-4.496985598640391,-4.205642889424173,-4.099527661633641,-3.0795213475332495,-3.646601985995731,-3.6868397042795724
323.1,-1.244407332065419,-0.9146081475230621,-0.060839144260415035,0.05206635086047895,-0.7829619679760814,-0.05683714619666558,-0.014326170586703824,-0.2047515664193995,0.07983086375148041,0.33776829385036433,-0.8746460166915575,-0.2610566732496199
324.1,-0.1406781217144084,-0.8768529824776559,-0.2793556961843149,-0.7318418597231225,-0.01744467241463943,0.24210442066627885,0.4780392404672778,-0.0036354319524047884,-0.14445861378348435,-0.14737640878194969,0.037117167230299675,0.18236712848701303
324.2,-0.7597360299350975,-0.4293375304946315,-1.1498285017853964,-0.8667579800806554,-0.8495032465210471,-0.39280081441072034,-3.5517935407107424,-2.928180918953421,-3.6511622459706174,-3.9308974614848844,-3.2240995879590812,-3.7022279834117526
326.2,3.682321447202949,2.9107430846584776,2.8129786258626366,3.249394002933486,3.619132831671967,4.179514366820353,-0.33494410531104934,-0.27722071107764923,-1.0506160085469414,-0.305444421251583,-0.012325324172375418,-0.1673399636509767
327.1,-0.9738383708187208,-0.9238014933351371,0.1673411694343705,-0.17207788406166458,-0.5306095780149661,-0.2449023111220976,0.1247602814129235,-0.360917857138751,0.3118132041295883,0.0005974424662666955,-1.0005773839894896,-0.5301185433450161
327.2,1.5654940068639982,0.8619264973692238,0.7014187146719748,1.1915811137040944,1.5304602184108917,2.0797164231429552,-2.2121351952046466,-2.551409060607699,-2.4467585247100727,-2.242569084706189,-1.9447272126963637,-1.8529330448454355
328.2,4.108717571115685,3.4290114040977944,3.407100517582299,3.379630638946832,3.621283508778649,3.452659514193998,0.2994896021206602,0.5920568559736253,0.26773285105878475,0.7334391648238953,0.6253310220085782,0.15406150766596205
329.1,-0.2034460711611673,-0.5067743629979369,-0.017641472654930768,-0.022456113500786246,-0.043461708074351235,-0.1784375722896815,0.403333004664438,0.33855871087020273,0.18936830490858125,-0.12914749280774585,-0.41934384890927023,-0.7282988383338894
329.2,2.0215823462194855,1.33128793983734,1.2565330776888584,1.2555699480827962,1.5059892749330501,1.3367340493905564,-1.5157466731596503,-1.3590097004268153,-1.76404132907732,-1.290647170074298,-1.4894817107682277,-1.9772649692577708
330.2,-0.8940847744239648,-1.6459779795193297,-1.5356090935224649,-1.4912411902597271,-1.5304111696653178,-1.325083044105777,-4.1128433278163286,-3.2802560561070955,-4.61105942631131,-3.2889694796933964,-3.5695366624422586,-3.9987607771381555
330.1,-1.984719781807549,-2.3529672811134024,-1.8879489180786138,-2.109439851520563,-2.3377656797379207,-2.1390952996965114,-1.3889831336021885,-1.6021156204523754,-1.6998155310696939,-1.916805886759891,-3.129378810717065,-2.3986901868986856
331.1,0.31593548762722834,-0.09101292057025923,0.08241389189747406,0.33058235254794865,0.263723519009221,0.3578840187543603,0.8761395540639623,0.07878196073626231,-0.15158673896847696,0.7401033101533729,0.32196898287426345,0.5391974123698192
332.0,-2.3660955601336235,-1.5705542386882645,3.490088586328279,4.682930837082796,4.068704197577826,2.243664412936161,-1.7906977630238239,-1.352066082105858,4.080078779446738,4.258442604177265,4.848106808823598,3.3002341181650037
333.0,-3.5532224380841773,-3.697255536113871,1.1612123784077168,2.420664751933303,1.8034488198118535,0.07815468597602693,-2.9901911154215948,-2.7176270490217354,1.824083165201997,1.931270122238234,2.659893547841146,1.027761838556064
334.0,-4.744326202337339,-3.8529772209140596,-0.9935054437952175,0.222871741954406,-0.04058833236895698,-2.2872020543640503,-4.134968631694331,-4.104144312074815,-0.321941379286117,-0.2905500911946768,0.6643547475561069,-1.3645756502857083
335.0,0.030976239507159775,1.3631726001846676,-1.1221686163206996,-0.21464500768804073,-0.7116590749156847,-2.3388159517344884,-0.6042731024975225,1.1481303754510006,2.0973684176332146,1.2527862147386273,1.6102224282941333,-1.0301513744323265
335.2,-2.3842865355769947,-0.3598856589872347,-3.3435701555089037,-2.8431723117105787,-2.728203681243368,-1.6879134582714124,-2.3307621823452607,-1.7150741973917645,-2.1716376594022417,-2.4430873535362267,-2.293325808361338,-2.38238682552597
336.0,-2.3525591495724827,-0.8295664304521491,-3.7181159016670766,-2.5532814312194483,-3.289365946123099,-4.643365639104633,-4.822422471899468,-1.0244680634806203,-0.07769048522896038,-0.7857513864043897,-0.5424805562405304,-3.683151691567099
336.2,-3.3773274245809897,0.34626998027515243,0.01667416142735506,-0.4989161075203222,-3.0031310766712505,-3.137354189606248,-3.857955283444436,-2.773332264589878,-0.20756396349101913,-0.16825067172540886,-2.5538721947510687,-3.2183396539734828
